number,word,phoneme,syllabify,phoneme_syllabify,method
17580,menjamah,məndʒamah,men.ja.mah,mən.dʒ.amah,LLM
17581,menjambret,məndʒambret,men.jamb.ret,mən.dʒam.bret,manual
17582,menjaminkan,məndʒaminkan,men.ja.min.kan,mən.dʒ.ami.nkan,LLM
17583,menjamin,məndʒamin,men.ja.min,mən.dʒ.amin,manual
17584,menjamu,məndʒamu,men.ja.mu,mən.dʒ.amu,manual
17585,menjana,məndʒana,men.ja.na,mən.dʒ.ana,LLM
17586,menjangan,məndʒaŋan,men.ja.ngan,mən.dʒ.aŋan,manual
17587,menjangka,məndʒaŋka,men.jang.ka,mən.dʒaŋka,manual
17588,menjangkaui,məndʒaŋkaui,me.njang.ka.ui,mə.ndʒaŋk.aui,LLM
17589,menjangkau,məndʒaŋkau,men.jang.kau,mən.dʒaŋkau,manual
17590,menjangkiti,məndʒaŋkiti,men.jang.ki.ti,mən.dʒaŋk.iti,LLM
17591,menjangkitkan,məndʒaŋkitkan,men.jang.kit.kan,mən.dʒaŋki.tkan,manual
17592,menjanjikan,məndʒandʒikan,men.jan.ji.kan,mən.dʒa.nd.ʒikan,manual
17593,menjarah,məndʒarah,men.ja.rah,mən.dʒ.arah,manual
17594,menjarakkan,məndʒaraʔkan,men.ja.rak.kan,mən.dʒ.ara.ʔkan,manual
17595,menjarak,məndʒaraʔ,men.ja.rak,mən.dʒ.araʔ,manual
17596,menjarangkan,məndʒaraŋkan,men.ja.rang.kan,mən.dʒ.araŋkan,manual
17597,menjaringkan,məndʒariŋkan,men.ja.ring.kan,mən.dʒ.ariŋkan,manual
17598,menjaring,məndʒariŋ,men.ja.ring,mən.dʒ.ariŋ,manual
17599,menjarum,məndʒarum,men.jar.um,mən.dʒa.rum,LLM
17600,menjatuhi,məndʒatuhi,men.ja.tuhi,mən.dʒ.atuhi,manual
17601,menjatuhkan,məndʒatuhkan,men.ja.tuh.kan,mən.dʒ.atu.hkan,manual
17602,menjauhi,məndʒauhi,men.ja.uhi,mən.dʒ.auhi,manual
17603,menjauhkan,məndʒauhkan,men.ja.uh.kan,mən.dʒ.au.hkan,manual
17604,menjauh,məndʒauh,men.ja.uh,mən.dʒ.auh,manual
17605,menjawab,məndʒawab,men.ja.wab,mən.dʒ.awab,manual
17606,menjawat,məndʒawat,men.ja.wat,mən.dʒ.awat,manual
17607,menjayakan,məndʒajakan,men.ja.ya.kan,mən.dʒ.aj.akan,manual
17608,menjebak,məndʒəbaʔ,men.je.bak,mən.dʒ.əbaʔ,manual
17609,menjebloskan,məndʒəbloskan,men.jeb.los.kan,mən.dʒə.blo.skan,manual
17610,menjebol,məndʒəbol,men.je.bol,mən.dʒ.əbol,manual
17611,menjejaki,məndʒədʒaki,men.je.jaki,mən.dʒ.ədʒaki,manual
17612,menjejakkan,məndʒədʒaʔkan,men.je.jak.kan,mən.dʒ.ədʒ.aʔkan,manual
17613,menjejak,məndʒədʒaʔ,men.je.jak,mən.dʒ.ədʒaʔ,manual
17614,menjejaskan,məndʒədʒaskan,men.je.jas.kan,mən.dʒ.ədʒ.askan,LLM
17615,menjelajahi,məndʒəladʒahi,men.je.la.jahi,mən.dʒ.əl.adʒahi,manual
17616,menjelajah,məndʒəladʒah,men.je.la.jah,mən.dʒ.əl.adʒah,manual
17617,menjelang,məndʒəlaŋ,men.je.lang,mən.dʒ.əlaŋ,manual
17618,menjelaskan,məndʒəlaskan,men.je.las.kan,mən.dʒ.əla.skan,manual
17619,menjelekkan,məndʒəleʔkan,men.je.lek.kan,mən.dʒ.əle.ʔkan,manual
17620,menjelimet,məndʒəlimət,men.je.li.met,mən.dʒ.əl.imət,manual
17621,menjelmakan,məndʒəlmakan,men.jel.ma.kan,mən.dʒə.lm.akan,manual
17622,menjelma,məndʒəlma,men.jel.ma,mən.dʒə.lma,manual
17623,menjembatani,məndʒəmbatani,men.jem.ba.tani,mən.dʒə.mb.atani,manual
17624,menjemput,məndʒəmput,men.jem.put,mən.dʒə.mput,manual
17625,menjemukan,məndʒəmukan,men.je.mu.kan,mən.dʒ.əm.ukan,manual
17626,menjemur,məndʒəmur,men.je.mur,mən.dʒ.əmur,manual
17627,menjengkelkan,məndʒeŋkelkan,men.jeng.kel.kan,mən.dʒeŋke.lkan,manual
17628,menjenguk,məndʒəŋuʔ,men.je.nguk,mən.dʒ.əŋuʔ,manual
17629,menjepit,məndʒəpit,men.je.pit,mən.dʒ.əpit,manual
17630,menjepret,məndʒəpret,men.jep.ret,mən.dʒə.pret,manual
17631,menjerat,məndʒərat,men.je.rat,mən.dʒ.ərat,manual
17632,menjerit,məndʒərit,men.je.rit,mən.dʒ.ərit,manual
17633,menjernihkan,məndʒərnihkan,men.jer.nih.kan,mən.dʒə.rni.hkan,manual
17634,menjerumuskan,məndʒərumuskan,men.je.ru.mus.kan,mən.dʒ.ər.umu.skan,manual
17635,menjijikkan,məndʒidʒiʔkan,men.ji.jik.kan,mən.dʒ.idʒ.iʔkan,manual
17636,menjilat,məndʒilat,men.ji.lat,mən.dʒ.ilat,manual
17637,menjilid,məndʒilid,men.ji.lid,mən.dʒ.ilid,manual
17638,menjinakkan,məndʒinaʔkan,men.ji.nak.kan,mən.dʒ.ina.ʔkan,manual
17639,menjinjing,məndʒindʒiŋ,men.jin.jing,mən.dʒi.ndʒiŋ,manual
17640,menjiplak,məndʒiplaʔ,men.jip.lak,mən.dʒi.plaʔ,manual
17641,menjiwai,məndʒiwai,men.ji.wai,mən.dʒ.iwai,manual
17642,menjolok,məndʒoloʔ,men.jo.lok,mən.dʒ.oloʔ,manual
17643,menjual,məndʒual,men.ju.al,mən.dʒ.ual,manual
17644,menjualnya,məndʒualɲa,men.ju.al.nya,mən.dʒ.ua.lɲa,LLM
17645,menjuarai,məndʒuarai,men.ju.a.rai,mən.dʒ.u.arai,manual
17646,menjudi,məndʒudi,me.nju.di,mə.ndʒ.udi,LLM
17647,menjulang,məndʒulaŋ,men.ju.lang,mən.dʒ.ulaŋ,manual
17648,menjumlahkan,məndʒumlahkan,men.jum.lah.kan,mən.dʒu.mla.hkan,manual
17649,menjumpai,məndʒumpai,men.jum.pai,mən.dʒu.mpai,manual
17650,menjumput,məndʒumput,men.jum.put,mən.dʒu.mput,manual
17651,menjunam,məndʒunam,men.ju.nam,mən.dʒ.unam,manual
17652,menjunjung,məndʒundʒuŋ,men.jun.jung,mən.dʒu.ndʒuŋ,manual
17653,menjuruskan,məndʒuruskan,men.ju.rus.kan,mən.dʒ.uru.skan,manual
17654,menjurus,məndʒurus,men.ju.rus,mən.dʒ.urus,manual
17655,menobatkan,mənobatkan,me.no.bat.kan,mə.no.bat.kan,manual
17656,menodai,mənodai,me.no.dai,mə.no.dai,manual
17657,menodongkan,mənodoŋkan,me.no.dong.kan,mə.no.doŋ.kan,manual
17658,menodong,mənodoŋ,me.no.dong,mə.no.doŋ,manual
17659,menokok,mənokoʔ,me.no.kok,mə.no.koʔ,manual
17660,menolakkan,mənolaʔkan,me.no.lak.kan,mə.no.laʔ.kan,manual
17661,menolak,mənolaʔ,me.no.lak,mə.no.laʔ,manual
17662,menoleh,mənoleh,me.no.leh,mə.no.leh,manual
17663,menolong,mənoloŋ,me.no.long,mə.no.loŋ,manual
17664,menolongnya,mənoloŋɲa,me.no.long.nya,mə.no.loŋ.ɲa,LLM
17665,menongkat,mənoŋkat,me.nong.kat,mə.noŋ.kat,manual
17666,menong,menoŋ,me.nong,me.noŋ,manual
17667,menong,mənoŋ,me.nong,mə.noŋ,manual
17668,menonjolkan,mənondʒolkan,me.non.jol.kan,mə.non.dʒo.lkan,manual
17669,menonjol,mənondʒol,me.non.jol,mə.non.dʒol,manual
17670,menonton,mənonton,me.non.ton,mə.non.ton,manual
17671,menopang,mənopaŋ,me.no.pang,mə.no.paŋ,manual
17672,menoreh,mənoreh,me.no.reh,mə.no.reh,manual
17673,menor,menor,me.nor,me.nor,manual
17674,mensiang,mənsiaŋ,men.si.ang,mən.si.aŋ,manual
17675,menskors,mənskors,men.skors,mən.skors,manual
17676,mens,mens,mens,mens,LLM
17677,menstabilkan,mənstabilkan,men.sta.bil.kan,mən.sta.bil.kan,manual
17678,menstruasi,menstruasi,men.stru.a.si,men.stru.a.si,manual
17679,mensubsidi,mənsubsidi,men.su.bsi.di,mən.su.bsi.di,LLM
17680,menswastakan,mənswastakan,men.swas.ta.kan,mən.swas.ta.kan,manual
17681,mensyaratkan,mənsjaratkan,men.sya.rat.kan,mən.sja.rat.kan,manual
17682,mentah,məntah,men.tah,mən.tah,manual
17683,mentak,məntaʔ,men.tak,mən.taʔ,manual
17684,mentalitas,mentalitas,men.ta.li.tas,men.ta.li.tas,manual
17685,mental,mental,men.tal,men.tal,manual
17686,mental,məntal,men.tal,mən.tal,manual
17687,mentang,məntaŋ,men.tang,mən.taŋ,manual
17688,mentarbiahkan,məntarbiahkan,men.tar.bi.ah.kan,mən.tar.bi.ah.kan,LLM
17689,mentari,məntari,men.ta.ri,mən.ta.ri,LLM
17690,mentaruh,məntaruh,men.ta.ruh,mən.ta.ruh,manual
17691,mentas,məntas,men.tas,mən.tas,manual
17692,mentaus,məntaus,men.ta.us,mən.ta.us,manual
17693,mentega,məntega,men.te.ga,mən.te.ga,manual
17694,menteng,menteŋ,men.teng,men.teŋ,manual
17695,mentereng,məntereŋ,men.te.reng,mən.te.reŋ,manual
17696,menteri,məntəri,men.te.ri,mən.tə.ri,manual
17697,menterjemahkan,məntərdʒəmahkan,men.ter.je.ma.hkan,mən.tər.dʒ.əm.ahkan,LLM
17698,mentibu,məntibu,men.ti.bu,mən.ti.bu,manual
17699,mentigi,məntigi,men.ti.gi,mən.ti.gi,manual
17700,mentilau,məntilau,men.ti.lau,mən.ti.lau,LLM
17701,mentimum,məntimum,men.ti.muʔ,mən.ti.mum,LLM
17702,mentimun,məntimun,men.ti.mun,mən.ti.mun,manual
17703,mentok,məntoʔ,men.tok,mən.toʔ,manual
17704,mentol,mentol,men.tol,men.tol,manual
17705,mentolo,məntolo,men.to.lo,mən.to.lo,manual
17706,mentora,məntora,men.to.ra,mən.to.ra,manual
17707,mentor,mentor,men.tor,men.tor,manual
17708,mentua,məntua,men.tu.a,mən.tu.a,LLM
17709,mentul,məntul,men.tul,mən.tul,manual
17710,menuai,mənuai,me.nu.ai,mə.nu.ai,manual
17711,menua,mənua,me.nua,mə.nua,manual
17712,menuangkan,mənuaŋkan,me.nu.ang.kan,mə.nu.aŋ.kan,manual
17713,menuang,mənuaŋ,me.nu.ang,mə.nu.aŋ,manual
17714,menubruk,mənubruʔ,me.nub.ruk,mə.nub.ruʔ,manual
17715,menubuhkan,mənubuhkan,me.nu.buh.kan,mə.nu.buh.kan,manual
17716,menuding,mənudiŋ,me.nu.ding,mə.nu.diŋ,manual
17717,menuduhkan,mənuduhkan,me.nu.duh.kan,mə.nu.duh.kan,manual
17718,menuduh,mənuduh,me.nu.duh,mə.nu.duh,manual
17719,menugaskan,mənugaskan,me.nu.gas.kan,mə.nu.gas.kan,manual
17720,menuhankan,mənuhankan,me.nu.han.kan,mə.nu.han.kan,manual
17721,menujukan,mənudʒukan,me.nu.ju.kan,mə.nu.dʒ.ukan,manual
17722,menuju,mənudʒu,me.nu.ju,mə.nu.dʒu,manual
17723,menukangi,mənukaŋi,me.nu.kangi,mə.nu.kaŋi,manual
17724,menukarkan,mənukarkan,me.nu.kar.kan,mə.nu.kar.kan,manual
17725,menukar,mənukar,me.nu.kar,mə.nu.kar,manual
17726,menulahi,mənulahi,me.nu.lahi,mə.nu.lahi,manual
17727,menular,mənular,me.nu.lar,mə.nu.lar,manual
17728,menulikan,mənulikan,me.nu.li.kan,mə.nu.li.kan,manual
17729,menuliskan,mənuliskan,me.nu.lis.kan,mə.nu.lis.kan,manual
17730,menulis,mənulis,me.nu.lis,mə.nu.lis,manual
17731,menumbangkan,mənumbaŋkan,me.num.bang.kan,mə.num.baŋ.kan,manual
17732,menumbuhkan,mənumbuhkan,me.num.buh.kan,mə.num.buh.kan,manual
17733,menumbuh,mənumbuh,me.num.buh,mə.num.buh,manual
17734,menumbuk,mənumbuʔ,me.num.buk,mə.num.buʔ,LLM
17735,menu,mənu,me.nu,mə.nu,manual
17736,menumis,mənumis,me.nu.mis,mə.nu.mis,manual
17737,menumpahkan,mənumpahkan,me.num.pah.kan,mə.num.pah.kan,manual
17738,menumpangi,mənumpaŋi,me.num.pangi,mə.num.paŋi,manual
17739,menumpangkan,mənumpaŋkan,me.num.pang.kan,mə.num.paŋ.kan,manual
17740,menumpang,mənumpaŋ,me.num.pang,mə.num.paŋ,LLM
17741,menumpaskan,mənumpaskan,me.num.pas.kan,mə.num.pas.kan,manual
17742,menumpas,mənumpas,me.num.pas,mə.num.pas,manual
17743,menumpukan,mənumpukan,me.num.pu.kan,mə.num.pu.kan,manual
17744,menumpukkan,mənumpuʔkan,me.num.puk.kan,mə.num.puʔ.kan,manual
17745,menumpuk,mənumpuʔ,me.num.puk,mə.num.puʔ,manual
17746,menumpu,mənumpu,me.numpu,mə.numpu,LLM
17747,menunaikan,mənunaikan,me.nu.nai.kan,mə.nu.nai.kan,manual
17748,menunai,mənunai,me.nu.nai,mə.nu.nai,LLM
17749,menunda,mənunda,me.nun.da,mə.nun.da,manual
17750,menundukkan,mənunduʔkan,me.nun.duk.kan,mə.nun.duʔ.kan,manual
17751,menunggak,mənuŋgaʔ,me.nung.gak,mə.nuŋ.gaʔ,LLM
17752,menunggang-balikkan,mənuŋgaŋbaliʔkan,me.nung.gang-ba.lik.kan,mə.nuŋ.gaŋbal.iʔk.an,LLM
17753,menunggang,mənuŋgaŋ,me.nung.gang,mə.nuŋ.gaŋ,manual
17754,menunggui,mənuŋgui,me.nung.gui,mə.nuŋ.gui,manual
17755,menunggu,mənuŋgu,me.nung.gu,mə.nuŋ.gu,LLM
17756,menung,mənuŋ,me.nung,mə.nuŋ,manual
17757,menunjang,mənundʒaŋ,me.nun.jang,mə.nun.dʒaŋ,manual
17758,menunjukkan,mənundʒuʔkan,me.nun.juk.kan,mə.nun.dʒu.ʔkan,manual
17759,menunjuk,mənundʒuʔ,me.nun.juk,mə.nun.dʒuʔ,manual
17760,menuntaskan,mənuntaskan,me.nun.tas.kan,mə.nun.tas.kan,manual
17761,menuntun,mənuntun,me.nun.tun,mə.nun.tun,manual
17762,menuntut,mənuntut,me.nun.tut,mə.nun.tut,manual
17763,menur,mənur,me.nur,mə.nur,manual
17764,menuruni,mənuruni,me.nu.runi,mə.nu.runi,manual
17765,menurunkan,mənurunkan,me.nu.run.kan,mə.nu.run.kan,manual
17766,menurun,mənurun,me.nu.run,mə.nu.run,LLM
17767,menuruti,mənuruti,me.nu.ruti,mə.nu.ruti,manual
17768,menurutinya,mənurutiɲa,me.nu.ru.ti.nya,mə.nu.ru.ti.ɲa,LLM
17769,menurut,mənurut,me.nu.rut,mə.nu.rut,LLM
17770,menusuki,mənusuki,me.nu.su.ki,mə.nu.su.ki,LLM
17771,menusukkan,mənusuʔkan,me.nu.suk.kan,mə.nu.suʔ.kan,manual
17772,menusuk,mənusuʔ,me.nu.suk,mə.nu.suʔ,manual
17773,menutupi,mənutupi,me.nu.tupi,mə.nu.tupi,manual
17774,menutupkan,mənutupkan,me.nu.tup.kan,mə.nu.tup.kan,manual
17775,menutup,mənutup,me.nu.tup,mə.nu.tup,manual
17776,menuturkan,mənuturkan,me.nu.tur.kan,mə.nu.tur.kan,manual
17777,menyabit,məɲabit,me.nya.bit,mə.ɲab.it,manual
17778,menyabot,məɲabot,me.nya.bot,mə.ɲab.ot,manual
17779,menyabung,məɲabuŋ,me.nya.bung,mə.ɲab.uŋ,manual
17780,menyadap,məɲadap,me.nya.dap,mə.ɲad.ap,manual
17781,menyadari,məɲadari,me.nya.dari,mə.ɲad.ari,manual
17782,menyadarkan,məɲadarkan,me.nya.dar.kan,mə.ɲad.ark.an,manual
17783,menyadur,məɲadur,me.nya.dur,mə.ɲad.ur,manual
17784,menyahut,məɲahut,me.nya.hut,mə.ɲah.ut,manual
17785,menyaingi,məɲaiŋi,me.nya.ingi,mə.ɲai.ŋi,manual
17786,menyajikan,məɲadʒikan,me.nya.ji.kan,mə.ɲad.ʒi.kan,manual
17787,menyakiti,məɲakiti,me.nya.kiti,mə.ɲak.iti,manual
17788,menyakitkan,məɲakitkan,me.nya.kit.kan,mə.ɲak.itk.an,manual
17789,menyaksikan,məɲaʔsikan,me.nyak.si.kan,mə.ɲaʔs.ik.an,manual
17790,menyalahgunakan,məɲalahgunakan,me.nya.la.hu.n.gkan,mə.ɲal.ah.gu.n.akan,LLM
17791,menyalahi,məɲalahi,me.nya.lahi,mə.ɲal.ahi,manual
17792,menyalahkan,məɲalahkan,me.nya.lah.kan,mə.ɲal.ahk.an,manual
17793,menyalah,məɲalah,me.nya.lah,mə.ɲal.ah,manual
17794,menyalahtafsirkan,məɲalahtafsirkan,me.nya.lah.taf.siɾ.kan,mə.ɲal.aht.afs.irk.an,LLM
17795,menyalakan,məɲalakan,me.nya.la.kan,mə.ɲal.ak.an,manual
17796,menyalak,məɲalaʔ,me.nya.lak,mə.ɲal.aʔ,manual
17797,menyala,məɲala,me.nya.la,mə.ɲal.a,LLM
17798,menyalami,məɲalami,me.nya.lami,mə.ɲal.ami,manual
17799,menyalam,məɲalam,me.nya.lam,mə.ɲal.am,manual
17800,menyalibkan,məɲalibkan,me.nya.lib.kan,mə.ɲal.ibk.an,manual
17801,menyalin,məɲalin,me.nya.lin,mə.ɲal.in,manual
17802,menyalurkan,məɲalurkan,me.nya.lur.kan,mə.ɲal.urk.an,manual
17803,menyamai,məɲamai,me.nya.maʔ.i,mə.ɲam.ai,LLM
17804,menyamakan,məɲamakan,me.nya.ma.kan,mə.ɲam.ak.an,LLM
17805,menyaman,məɲaman,me.nya.man,mə.ɲam.an,LLM
17806,menyamar,məɲamar,me.nya.mar,mə.ɲam.ar,LLM
17807,menyambar,məɲambar,me.nyam.bar,mə.ɲamb.ar,manual
17808,menyambungkan,məɲambuŋkan,me.nya.mbung.kan,mə.ɲam.buŋk.an,LLM
17809,menyambung,məɲambuŋ,me.nyam.bung,mə.ɲamb.uŋ,LLM
17810,menyambut,məɲambut,me.nyam.but,mə.ɲamb.ut,LLM
17811,menyampaikan,məɲampaikan,me.nyam.pai.kan,mə.ɲamp.aik.an,LLM
17812,menyamun,məɲamun,me.nya.mun,mə.ɲam.un,manual
17813,menyandang,məɲandaŋ,me.nyan.dang,mə.ɲand.aŋ,manual
17814,menyandera,məɲandəra,me.nyan.de.ra,mə.ɲand.ər.a,manual
17815,menyanggah,məɲaŋgah,me.nyang.gah,mə.ɲaŋg.ah,manual
17816,menyangga,məɲaŋga,me.nyang.ga,mə.ɲaŋg.a,manual
17817,menyanggupkan,məɲaŋgupkan,me.nyang.gup.kan,mə.ɲaŋg.upk.an,manual
17818,menyangkakan,məɲaŋkakan,me.nyang.ka.kan,mə.ɲaŋk.ak.an,manual
17819,menyangkal,məɲaŋkal,me.nyang.kal,mə.ɲaŋk.al,manual
17820,menyangka,məɲaŋka,me.nyang.ka,mə.ɲaŋk.a,manual
17821,menyangkut,məɲaŋkut,me.nyang.kut,mə.ɲaŋk.ut,manual
17822,menyangsikan,məɲaŋsikan,me.nyang.si.kan,mə.ɲaŋs.ik.an,manual
17823,menyanjung,məɲandʒuŋ,me.nyan.jung,mə.ɲand.ʒuŋ,manual
17824,menyantap,məɲantap,me.nyan.tap,mə.ɲant.ap,manual
17825,menyanyikan,məɲaɲikan,me.nya.nyi.kan,mə.ɲaɲ.ika.n,manual
17826,menyanyi,məɲaɲi,me.nya.nyi,mə.ɲaɲ.i,manual
17827,menyapa,məɲapa,me.nya.pa,mə.ɲap.a,manual
17828,menyapu,məɲapu,me.nya.pu,mə.ɲap.u,manual
17829,menyara,məɲara,me.nya.ra,mə.ɲar.a,manual
17830,menyarankan,məɲarankan,me.nya.ran.kan,mə.ɲar.ank.an,manual
17831,menyaringkan,məɲariŋkan,me.nya.ring.kan,mə.ɲar.iŋk.an,manual
17832,menyaring,məɲariŋ,me.nya.ring,mə.ɲar.iŋ,manual
17833,menyarung,məɲaruŋ,me.nya.rung,mə.ɲar.uŋ,manual
17834,menyasarkan,məɲasarkan,me.nya.sar.kan,mə.ɲas.ark.an,manual
17835,menyatakan,məɲatakan,me.nya.ta.kan,mə.ɲat.ak.an,manual
17836,menyatukan,məɲatukan,me.nya.tu.kan,mə.ɲat.uk.an,manual
17837,menyatu,məɲatu,me.nya.tu,mə.ɲat.u,manual
17838,menyatu-padukan,məɲatupadukan,me.nya.tu.pa.du.kan,mə.ɲat.up.ad.uk.an,LLM
17839,menyayangi,məɲajaŋi,me.nya.yangi,mə.ɲaj.aŋi,manual
17840,menyayangkan,məɲajaŋkan,me.nya.yang.kan,mə.ɲaj.aŋk.an,manual
17841,menyayat,məɲajat,me.nya.yat,mə.ɲaj.at,manual
17842,menyearahkan,məɲəarahkan,me.nye.a.rah.kan,mə.ɲəa.r.ahk.an,manual
17843,menyebabkan,məɲəbabkan,me.nye.bab.kan,mə.ɲəb.abk.an,manual
17844,menyebadani,məɲəbadani,me.nye.ba.dani,mə.ɲəb.ad.ani,manual
17845,menyebalkan,məɲəbalkan,me.nye.bal.kan,mə.ɲəb.alk.an,manual
17846,menyeba,məɲeba,me.nye.ba,mə.ɲeb.a,manual
17847,menyebarluaskan,məɲəbarluaskan,me.nye.bar.lu.as.kan,mə.ɲəb.arl.ua.sk.an,LLM
17848,menyebar,məɲəbar,me.nye.bar,mə.ɲəb.ar,manual
17849,menyebat,məɲəbat,me.nye.bat,mə.ɲəb.at,manual
17850,menyebaurkan,məɲəbaurkan,me.nye.ba.ur.kan,mə.ɲəb.au.rk.an,manual
17851,menyebelahkan,məɲəbəlahkan,me.nye.be.lah.kan,mə.ɲəb.əl.ahk.an,manual
17852,menyebelah,məɲəbəlah,me.nye.be.lah,mə.ɲəb.əl.ah,LLM
17853,menyeberangi,məɲəbəraŋi,me.nye.be.rangi,mə.ɲəb.ər.aŋi,manual
17854,menyeberangkan,məɲəbəraŋkan,me.nye.be.rang.kan,mə.ɲəb.ər.aŋk.an,manual
17855,menyeberang,məɲəbəraŋ,me.nye.be.rang,mə.ɲəb.ər.aŋ,manual
17856,menyebrot,məɲəbrot,me.nyeb.rot,mə.ɲəbr.ot,manual
17857,menyebukan,məɲəbukan,me.nye.bu.kan,mə.ɲəb.uk.an,manual
17858,menyebuk,məɲəbuʔ,me.nye.buk,mə.ɲəb.uʔ,manual
17859,menyebu,məɲəbu,me.nye.bu,mə.ɲəb.u,manual
17860,menyebutkan,məɲəbutkan,me.nye.but.kan,mə.ɲəb.utk.an,manual
17861,menyebut,məɲəbut,me.nye.but,mə.ɲəb.ut,manual
17862,menyedak,məɲedaʔ,me.nye.dak,mə.ɲed.aʔ,LLM
17863,menyedangkan,məɲədaŋkan,me.nye.dang.kan,mə.ɲəd.aŋk.an,manual
17864,menyedang,məɲədaŋ,me.nye.dang,mə.ɲəd.aŋ,manual
17865,menyedapkan,məɲədapkan,me.nye.dap.kan,mə.ɲəd.apk.an,manual
17866,menyedekahi,məɲədəkahi,me.nye.de.kahi,mə.ɲəd.ək.ahi,manual
17867,menyedekahkan,məɲədəkahkan,me.nye.de.kah.kan,mə.ɲəd.ək.ahk.an,manual
17868,menyederajatkan,məɲədəradʒatkan,me.nye.de.ra.jat.kan,mə.ɲəd.ər.ad.ʒat.kan,manual
17869,menyederhanakan,məɲədərhanakan,me.nye.der.ha.na.kan,mə.ɲəd.ərh.an.ak.an,manual
17870,menyediakan,məɲədiakan,me.nye.di.a.kan,mə.ɲəd.ia.k.an,manual
17871,menyedihkan,məɲədihkan,me.nye.dih.kan,mə.ɲəd.ihk.an,manual
17872,menyedikiti,məɲədikiti,me.nye.di.kiti,mə.ɲəd.ik.iti,manual
17873,menyedikitkan,məɲədikitkan,me.nye.di.kit.kan,mə.ɲəd.ik.itk.an,manual
17874,menyedot,məɲədot,me.nye.dot,mə.ɲəd.ot,manual
17875,menyeduai,məɲəduai,me.nye.du.ai,mə.ɲəd.ua.i,manual
17876,menyeduakan,məɲəduakan,me.nye.du.a.kan,mə.ɲəd.ua.k.an,manual
17877,menyeduh,məɲəduh,me.nye.duh,mə.ɲəd.uh,manual
17878,menyegakkan,məɲegaʔkan,me.nye.gak.kan,mə.ɲeg.aʔk.an,LLM
17879,menyegani,məɲəgani,me.nye.gani,mə.ɲəg.ani,manual
17880,menyegarkan,məɲəgarkan,me.nye.gar.kan,mə.ɲəg.ark.an,manual
17881,menyegel,məɲegəl,me.nye.gel,mə.ɲeg.əl,manual
17882,menyegerakan,məɲəgərakan,me.nye.ge.ra.kan,mə.ɲəg.ər.ak.an,manual
17883,menyehatkan,məɲehatkan,me.nye.hat.kan,mə.ɲeh.atk.an,manual
17884,menyejahterakan,məɲədʒahtərakan,me.nye.jah.te.ra.kan,mə.ɲəd.ʒah.tə.ra.kan,manual
17885,menyejarahkan,məɲədʒarahkan,me.nye.ja.rah.kan,mə.ɲəd.ʒa.rah.kan,manual
17886,menyejarah,məɲədʒarah,me.nye.ja.rah,mə.ɲəd.ʒa.rah,manual
17887,menyejatkan,məɲədʒatkan,me.nye.jat.kan,mə.ɲəd.ʒat.kan,manual
17888,menyejukkan,məɲədʒuʔkan,me.nye.juk.kan,mə.ɲəd.ʒuʔ.kan,manual
17889,menyejuk,məɲədʒuʔ,me.nye.juk,mə.ɲəd.ʒuʔ,manual
17890,menyekakan,məɲekakan,me.nye.ka.kan,mə.ɲek.ak.an,manual
17891,menyeka,məɲeka,me.nye.ka,mə.ɲek.a,manual
17892,menyekang,məɲəkaŋ,me.nye.kang,mə.ɲək.aŋ,manual
17893,menyekap,məɲəkap,me.nye.kap,mə.ɲək.ap,manual
17894,menyekati,məɲəkati,me.nye.kati,mə.ɲək.ati,manual
17895,menyekat,məɲəkat,me.nye.kat,mə.ɲək.at,manual
17896,menyekolahkan,məɲəkolahkan,me.nye.ko.lah.kan,mə.ɲək.ol.ahk.an,manual
17897,menyekrup,məɲəʔrup,me.nyek.rup,mə.ɲəʔr.up,manual
17898,menyekutui,məɲəkutui,me.nye.ku.tui,mə.ɲək.ut.ui,manual
17899,menyekutukan,məɲəkutukan,me.nye.ku.tu.kan,mə.ɲək.ut.uk.an,manual
17900,menyeladang,məɲəladaŋ,me.nye.la.dang,mə.ɲəl.ad.aŋ,manual
17901,menyelakan,məɲelakan,me.nye.la.kan,mə.ɲel.ak.an,manual
17902,menyelakan,məɲəlakan,me.nye.la.kan,mə.ɲəl.ak.an,manual
17903,menyelak,məɲelaʔ,me.nye.lak,mə.ɲel.aʔ,manual
17904,menyelak,məɲəlaʔ,me.nye.lak,mə.ɲəl.aʔ,manual
17905,menyelamati,məɲəlamati,me.nye.la.mati,mə.ɲəl.am.ati,manual
17906,menyelamatkan,məɲəlamatkan,me.nye.la.mat.kan,mə.ɲəl.am.atk.an,manual
17907,menyela,məɲəla,me.nye.la,mə.ɲəl.a,manual
17908,menyelami,məɲəlami,me.nye.lami,mə.ɲəl.ami,manual
17909,menyelamkan,məɲəlamkan,me.nye.lam.kan,mə.ɲəl.amk.an,manual
17910,menyelam,məɲəlam,me.nye.lam,mə.ɲəl.am,manual
17911,menyelampitkan,məɲəlampitkan,me.nye.lam.pit.kan,mə.ɲəl.amp.itk.an,manual
17912,menyelangi,məɲəlaŋi,me.nye.langi,mə.ɲəl.aŋi,manual
17913,menyelangkan,məɲəlaŋkan,me.nye.lang.kan,mə.ɲəl.aŋk.an,manual
17914,menyelang,məɲəlaŋ,me.nye.lang,mə.ɲəl.aŋ,manual
17915,menyelapi,məɲəlapi,me.nye.lapi,mə.ɲəl.api,manual
